date,open,close,high,low,volume
26-May-00,1247.1,1275.35,1278.75,1232.85,32245.68
29-May-00,1273.7,1311.05,1317.75,1267.4,38465.64
30-May-00,1310.8,1344.85,1347.3,1304.95,35306.46
31-May-00,1355.35,1380.45,1410.75,1355.35,34215.66
01-Jun-00,1380.4,1349,1380.4,1345.1,41147.63
02-Jun-00,1350.15,1389.25,1395.35,1350.15,46202.97
05-Jun-00,1390.95,1404.6,1461.05,1390.95,49523.78
06-Jun-00,1405.45,1421.75,1426.15,1392.7,44495.79
07-Jun-00,1423.4,1430.35,1442.7,1413.8,58697.02
08-Jun-00,1430.5,1463.65,1468.7,1430.5,52026.16
09-Jun-00,1464.3,1467.2,1485.5,1458.9,60410.5
12-Jun-00,1464.4,1440.4,1477.55,1437.15,41290.29
13-Jun-00,1438.8,1432.9,1438.8,1411.9,48172.81
14-Jun-00,1434.95,1435.5,1459.15,1423.95,50435.81
15-Jun-00,1437,1445.25,1452.8,1422.4,53592.07
16-Jun-00,1443.15,1477.3,1480.85,1441.6,62867.44
19-Jun-00,1477.55,1498.75,1510.45,1477.55,64208.21
20-Jun-00,1498,1507.1,1518.05,1497.05,61210.46
21-Jun-00,1524.05,1475.15,1539.1,1470.4,66702.66
22-Jun-00,1475.65,1488.25,1491.4,1461.3,54531.58
23-Jun-00,1487.85,1472.2,1499.85,1462.75,60377.8
26-Jun-00,1472.15,1451.65,1472.15,1431.25,42682.44
27-Jun-00,1452.8,1454.3,1467.15,1448.95,50360.39
28-Jun-00,1453.7,1470,1474.7,1445.6,41042.98
29-Jun-00,1471.35,1492.35,1505.75,1471.35,49976.23
30-Jun-00,1490.2,1471.45,1490.65,1462.45,48661.03
03-Jul-00,1473.45,1495.25,1498.7,1473.45,47676.11
04-Jul-00,1496.15,1511.3,1516.8,1494.8,49623.51
05-Jul-00,1511.5,1526.05,1530.9,1511.5,52412.58
06-Jul-00,1525.15,1516.8,1525.15,1504.05,44237.44
07-Jul-00,1517,1517.6,1528.15,1513.4,40024.64
10-Jul-00,1518.15,1509.65,1523.2,1502.7,36644.25
11-Jul-00,1510.55,1518.55,1523.1,1506.15,43744.56
12-Jul-00,1518.7,1533.35,1537.1,1507.95,51010.68
13-Jul-00,1535.55,1522.6,1564.75,1513.65,59767.59
14-Jul-00,1522.2,1509.75,1534.35,1505.9,60435.18
17-Jul-00,1509.25,1479.65,1512.25,1475.15,47678.52
18-Jul-00,1479.3,1463.1,1482.9,1458.6,46882.84
19-Jul-00,1464.55,1435.8,1468.55,1432.85,46545.58
20-Jul-00,1434.95,1424.2,1443.25,1416,44826.48
21-Jul-00,1424.9,1397.25,1435.2,1394.3,47918.34
24-Jul-00,1397.05,1317.75,1397.05,1310.85,43209.98
25-Jul-00,1317.35,1348.9,1363.45,1269.25,60843.31
26-Jul-00,1350.8,1318.25,1371.8,1315.15,46718.74
27-Jul-00,1317,1338.05,1342.75,1291.3,57163.24
28-Jul-00,1337.7,1333.8,1359.4,1327.95,66456.1
31-Jul-00,1333.3,1332.85,1343.65,1317.3,40355.22
01-Aug-00,1332.85,1326.85,1344.5,1322.6,45764.8
02-Aug-00,1323.7,1331.9,1333.85,1312.25,30826.48
03-Aug-00,1330.7,1321.25,1339.4,1319,40871.68
04-Aug-00,1320.25,1318.55,1333.15,1302.65,52566.4
07-Aug-00,1319.7,1310.8,1321.7,1299.9,39992.89
08-Aug-00,1312.1,1345.6,1348.25,1311.15,52684.51
09-Aug-00,1345.95,1344.95,1363.95,1341.05,52699.76
10-Aug-00,1345.25,1328,1360.4,1325.15,56683.96
11-Aug-00,1328.15,1310.75,1328.15,1306.6,47379.97
14-Aug-00,1312.25,1317.9,1321.55,1295.45,44179.92
16-Aug-00,1319.35,1351.45,1354.95,1319.35,50712.97
17-Aug-00,1351.5,1341.4,1363.05,1334.95,50745.74
18-Aug-00,1342,1358.05,1360.65,1339.05,54479.44
21-Aug-00,1358.75,1370.25,1374.5,1358.75,59570.99
22-Aug-00,1370.75,1381.2,1394.9,1370.75,64417.62
23-Aug-00,1381.6,1386.05,1398.9,1376.9,63872.73
24-Aug-00,1386.3,1386.95,1390.45,1374.9,60550.51
25-Aug-00,1387.35,1381.25,1396.1,1377.75,76030.36
28-Aug-00,1379.6,1369.85,1383.45,1368.25,54738.66
29-Aug-00,1368.65,1367.7,1373.55,1360.65,57946.71
30-Aug-00,1369.9,1375.95,1384.85,1369.8,60768.2
31-Aug-00,1376.5,1394.1,1397.3,1375.9,66925.14
04-Sep-00,1395.95,1427.75,1433.15,1395.95,70436.21
05-Sep-00,1428.05,1428.25,1434.65,1420.9,61013.26
06-Sep-00,1430.9,1435.35,1444.45,1421,72110.5
07-Sep-00,1434.7,1439.75,1450.2,1424.35,80536.91
08-Sep-00,1440.6,1450.05,1453.15,1440.6,85669.78
11-Sep-00,1449.35,1456.35,1469,1448.95,83630.74
12-Sep-00,1457.1,1467.65,1470.55,1447.8,78395.39
13-Sep-00,1467.65,1456.15,1482,1452.6,79041.95
14-Sep-00,1456.75,1445.3,1466.65,1437.85,75281.22
15-Sep-00,1443.25,1417.2,1451.05,1411.55,77703.52
18-Sep-00,1416.05,1354.35,1416.05,1352.1,66624.32
19-Sep-00,1351.8,1317,1361.7,1295.3,83288.69
20-Sep-00,1317.8,1342.9,1351.1,1311.1,60765.31
21-Sep-00,1341.65,1329.85,1347.4,1325.75,56201.54
22-Sep-00,1329.1,1266.45,1329.1,1261.2,64257.15
25-Sep-00,1268.4,1292.55,1305.1,1268.4,53021.08
26-Sep-00,1292.9,1267.9,1298.25,1261,55743.66
27-Sep-00,1267.45,1292.55,1299,1249.35,53015.25
28-Sep-00,1292.4,1266.4,1302.75,1260.8,56793.37
29-Sep-00,1267.3,1271.65,1284.15,1264.4,46550.36
03-Oct-00,1270.75,1282,1288.15,1254.35,45750.58
04-Oct-00,1281.45,1297.8,1300.05,1275.8,41126.81
05-Oct-00,1296.1,1284.75,1306.45,1282.5,48960.9
06-Oct-00,1284.35,1285,1287.85,1262.65,54292.32
09-Oct-00,1285.05,1267.3,1286.35,1264.2,35214.21
10-Oct-00,1268.7,1238.95,1272.75,1230.05,50367.33
11-Oct-00,1232.85,1201.9,1234.1,1193.8,50632.21
12-Oct-00,1201.3,1206.25,1214.35,1185.1,62519.22
13-Oct-00,1205.7,1176.75,1205.7,1167.5,55780.77
16-Oct-00,1177.85,1175.45,1228.8,1173.35,49912.48
17-Oct-00,1174.3,1158.05,1174.3,1140.6,55947.64
18-Oct-00,1157.05,1136,1157.05,1122.8,45314.97
19-Oct-00,1135.65,1166.15,1171.5,1108.2,63168.71
20-Oct-00,1166.2,1172,1202.7,1166.2,66914.46
23-Oct-00,1171.75,1143.95,1172.15,1141.45,44461.49
24-Oct-00,1143,1152.45,1155.35,1132.9,48265.02
25-Oct-00,1158.2,1183.9,1190.4,1157.25,53427.3
26-Oct-00,1182.8,1186.3,1188.2,1176.6,13842.86
27-Oct-00,1186.95,1178.7,1192.9,1171.85,38421.15
30-Oct-00,1178.75,1167.15,1185.8,1164.25,33191.53
31-Oct-00,1167.2,1172.75,1175.6,1155.15,39170.17
01-Nov-00,1178.25,1200.8,1203.85,1177.1,47990.15
02-Nov-00,1201.25,1224.85,1226.35,1199.75,47585.4
03-Nov-00,1225,1242.05,1249.2,1225,52486.53
06-Nov-00,1242.15,1240.25,1261.4,1236.65,53779.92
07-Nov-00,1239,1246.75,1249.1,1232.35,49364.96
08-Nov-00,1246.65,1266.8,1277.25,1246.65,64193.69
09-Nov-00,1266.75,1269.95,1275.55,1255.95,48179.35
10-Nov-00,1271.35,1239.55,1271.4,1237.5,52901.23
13-Nov-00,1239.35,1208.05,1239.35,1199.95,42748.23
14-Nov-00,1207.2,1242.85,1246.9,1207.05,54446.48
15-Nov-00,1245,1247.05,1270.1,1243.2,53163.34
16-Nov-00,1246.6,1233.25,1254.55,1228.6,52261.72
17-Nov-00,1232.35,1236,1238,1216.9,48748.02
20-Nov-00,1236,1237.6,1241.75,1231.05,45669.69
21-Nov-00,1236.95,1235,1237.85,1224.3,50529.71
22-Nov-00,1235.85,1222.35,1247.5,1220.05,52266.24
23-Nov-00,1221.2,1216,1223.05,1209.85,52794.46
24-Nov-00,1216.05,1225.2,1230,1216.05,50607.49
27-Nov-00,1225.4,1252.9,1254.45,1225.35,49913.49
28-Nov-00,1252.9,1272.75,1275.45,1248.9,55757.19
29-Nov-00,1272.25,1264.75,1281,1253.45,54946.93
30-Nov-00,1264.75,1268.15,1272.1,1258.4,53671.29
01-Dec-00,1268.1,1276.2,1280.5,1255.2,72838.73
04-Dec-00,1276.25,1275.6,1290,1273.65,54038.92
05-Dec-00,1275.7,1284.65,1288.2,1275.5,56784.89
06-Dec-00,1284.85,1298.55,1319.85,1284.85,63628.98
07-Dec-00,1298.9,1302.5,1308.45,1295.1,52263.24
08-Dec-00,1303.3,1313.7,1317.2,1303.3,55956.05
11-Dec-00,1313.7,1332.15,1333.5,1313.7,56064.65
12-Dec-00,1332.2,1333.35,1341.75,1327.6,61208.43
13-Dec-00,1333.8,1354.3,1360.8,1333.8,64560.92
14-Dec-00,1354.45,1349.35,1369.5,1346.15,62532.38
15-Dec-00,1349.25,1312.6,1349.25,1308.15,83863.88
18-Dec-00,1310.15,1317.6,1321.65,1297.2,56016.9
19-Dec-00,1317.75,1310.5,1325.6,1307,58694.89
20-Dec-00,1312.8,1295.25,1313.4,1285.45,56530.42
21-Dec-00,1294.25,1277.4,1294.25,1257.1,59455.54
22-Dec-00,1278.95,1242,1292.8,1237.3,71439.28
26-Dec-00,1242.05,1212,1248.5,1207.95,64665.16
27-Dec-00,1212.15,1228.3,1239,1208.75,55311.52
28-Dec-00,1229.35,1248.95,1253.6,1229.35,48278.4
29-Dec-00,1249,1263.55,1265.9,1242.25,54788.36
01-Jan-01,1263.5,1254.3,1276.15,1250.65,44953.93
02-Jan-01,1254.25,1271.8,1279.6,1248.55,46797.85
03-Jan-01,1271.8,1291.25,1293.55,1263.95,51679.17
04-Jan-01,1291.3,1307.65,1331.35,1291.3,66883.22
05-Jan-01,1307.55,1327.25,1330.3,1306.25,67887.51
08-Jan-01,1327.35,1309.25,1334.2,1303.35,71057.52
09-Jan-01,1309.2,1311.65,1323.4,1304.9,69672.74
10-Jan-01,1311.65,1287.3,1324.35,1285.3,65643.43
11-Jan-01,1287.5,1280.4,1296.75,1275.95,57660.26
12-Jan-01,1280.45,1286.75,1298.85,1279.4,66935.08
15-Jan-01,1286.85,1286.75,1295.2,1277.85,57613.51
16-Jan-01,1287,1293.05,1302.6,1279.85,55481.15
17-Jan-01,1299.4,1297.9,1312.35,1295.3,51774.01
18-Jan-01,1297.95,1305.95,1309.95,1297.95,61494.13
19-Jan-01,1306,1329.1,1333.5,1306,81733.71
22-Jan-01,1329.3,1348,1351.85,1329.3,74207.89
23-Jan-01,1347.95,1355.2,1362.05,1346.5,64128.51
24-Jan-01,1355.35,1365.95,1371.1,1355.35,69744.17
25-Jan-01,1366.05,1370.1,1374.2,1353.5,69771.94
29-Jan-01,1368.55,1342.05,1368.55,1312.1,49143.34
30-Jan-01,1342.1,1379.7,1382.55,1342.05,61029.64
31-Jan-01,1385.85,1371.7,1396.05,1369,66838.7
01-Feb-01,1371.5,1359.15,1373.5,1340.95,71284.05
02-Feb-01,1359.1,1378.85,1384.9,1355.3,74110.59
05-Feb-01,1378.8,1382.6,1392.15,1373.45,55930.25
06-Feb-01,1382.7,1387.1,1395.4,1382.7,58498.48
07-Feb-01,1387.3,1370.8,1391.85,1368.05,66323.81
08-Feb-01,1370.65,1395.5,1396.8,1365.05,66039.53
09-Feb-01,1395.55,1405.7,1416.3,1395.55,68825.95
12-Feb-01,1405.7,1402.2,1416.45,1397.6,54110.08
13-Feb-01,1402.2,1391.2,1412.7,1386.65,63942.69
14-Feb-01,1393.15,1393.35,1396.35,1380.65,46708.2
15-Feb-01,1393.35,1416.7,1421,1393.35,55556.95
16-Feb-01,1415.85,1381.35,1422.95,1376.15,72292.88
19-Feb-01,1381.4,1384.8,1392.05,1369.45,58490.85
20-Feb-01,1384.85,1383.85,1392.8,1380.4,54680.88
21-Feb-01,1383.9,1370.1,1389.55,1364.25,60906.88
22-Feb-01,1370.05,1355.1,1370.05,1335.65,68036.1
23-Feb-01,1355.1,1320.45,1362.8,1314.1,61848.12
26-Feb-01,1320.9,1312.4,1325.2,1299.05,51157.77
27-Feb-01,1312.45,1295.55,1324,1281.9,60767.53
28-Feb-01,1295.3,1351.4,1362.25,1294.6,79368.97
01-Mar-01,1351.75,1358.05,1399.55,1345.05,74542.13
02-Mar-01,1360.25,1306.35,1386.75,1301.8,63759.36
05-Mar-01,1304.85,1271.45,1316.45,1259.1,59960.62
07-Mar-01,1272.8,1290.5,1311.1,1249.45,50625.38
08-Mar-01,1290.85,1292.85,1307.95,1279.3,31758.28
09-Mar-01,1292.7,1254.75,1292.7,1219.35,23056.93
12-Mar-01,1253.25,1197.95,1253.25,1193.95,19459.42
13-Mar-01,1197.85,1124.7,1201.15,1098.75,22195.31
14-Mar-01,1125.15,1194.2,1200.25,1114.6,17108.72
15-Mar-01,1191.6,1217.15,1219.7,1170.7,23542.15
16-Mar-01,1216.9,1193.55,1233.4,1179.6,24581.42
19-Mar-01,1192.85,1186.7,1201.7,1173.15,15316.28
20-Mar-01,1186.8,1170.95,1193.35,1162.35,13580.32
21-Mar-01,1168.8,1207.1,1212.2,1156.15,13483.21
22-Mar-01,1206.45,1187.55,1218.35,1184.95,14556.69
23-Mar-01,1187.6,1161.3,1196.55,1139.65,16461.11
26-Mar-01,1159.85,1161.5,1165.65,1147.5,11345.29
27-Mar-01,1161.6,1177.75,1182.7,1157.25,18017.15
28-Mar-01,1177.55,1206.2,1209.6,1177.55,15921.13
29-Mar-01,1204.9,1195.1,1210.1,1185,14147.73
30-Mar-01,1195.05,1148.2,1195.25,1144.65,13857.94
02-Apr-01,1148.1,1138.1,1148.1,1094.35,13957.84
03-Apr-01,1136.65,1149.25,1153.1,1128.1,13375.04
04-Apr-01,1146.1,1136.65,1146.15,1120.35,10063.46
06-Apr-01,1137.55,1139.6,1171.85,1133.05,14621.51
09-Apr-01,1137.6,1128.35,1138.55,1116.1,10488
10-Apr-01,1129.1,1103.05,1129.75,1093.05,13780.56
11-Apr-01,1104.9,1066.8,1116.85,1056.1,15059.55
12-Apr-01,1066.75,1024.9,1066.75,1001.8,16598.49
16-Apr-01,1024,1044.6,1049.4,1000.1,13330.43
17-Apr-01,1044.85,1067,1072.9,1037.7,16606.25
18-Apr-01,1066.5,1103.4,1106.3,1063.05,18458.13
19-Apr-01,1103.6,1144.45,1159.3,1103.6,26524.57
20-Apr-01,1145.75,1144,1156.45,1120.6,22893.44
23-Apr-01,1144.05,1149.75,1162.05,1137.3,20271.36
24-Apr-01,1149.6,1146.3,1149.6,1128.4,20721.84
25-Apr-01,1146.5,1155.35,1162.85,1142.3,24428.83
26-Apr-01,1155.4,1143.75,1170.2,1138.85,22949.79
27-Apr-01,1143.65,1101.3,1143.65,1078.1,17354.2
30-Apr-01,1101.45,1125.25,1127.9,1101.45,19797.04
02-May-01,1125.45,1137.2,1150.65,1125.25,21837.65
03-May-01,1137.15,1122.05,1139.85,1117.7,19748.06
04-May-01,1121.45,1130.05,1131.95,1113.65,19317.75
07-May-01,1130.05,1139.2,1145.4,1130.05,19060.61
08-May-01,1139.25,1148.95,1151.95,1138.2,20904.3
09-May-01,1149.9,1149.25,1164.3,1145.25,24261.78
10-May-01,1149.1,1144.95,1151.6,1139.25,20235.89
11-May-01,1144.1,1140.5,1146.85,1136.9,17044.65
14-May-01,1140.45,1140.8,1146.25,1134.05,14430.47
15-May-01,1140.75,1145.3,1147.75,1096.25,18473.12
16-May-01,1147.1,1151.15,1163.15,1146.05,19307.1
17-May-01,1151.2,1174.95,1179,1150.6,21701.14
18-May-01,1175,1172.8,1187.65,1169.2,20912.79
21-May-01,1172.95,1169.45,1182.65,1166.7,19117.56
22-May-01,1169.5,1168.1,1176.2,1165.65,18941.73
23-May-01,1168.25,1179.1,1181.8,1167,20922.58
24-May-01,1179.1,1181.85,1190.15,1177.55,22736
25-May-01,1181.95,1174.9,1188.5,1171.35,20613.87
28-May-01,1174.95,1193.2,1194.5,1174.45,21490.24
29-May-01,1193.25,1198.45,1202.05,1193.25,22044.07
30-May-01,1199.5,1177.55,1207,1173.75,24822.16
31-May-01,1177.5,1167.9,1177.5,1154.9,23685.86
01-Jun-01,1168.1,1148.05,1175.8,1146.9,22461.66
04-Jun-01,1148,1127.2,1154.45,1125.35,18133.14
05-Jun-01,1127.15,1115.6,1130.65,1106.8,21711.19
06-Jun-01,1117.5,1115.7,1132.95,1114,16817.75
07-Jun-01,1115.05,1112.35,1116.1,1095.45,21179.75
08-Jun-01,1112.45,1126.6,1128.9,1112.45,21943.82
11-Jun-01,1126.55,1131.1,1134.8,1122.35,17793.16
12-Jun-01,1131.05,1127.15,1133.3,1121.8,18833.93
13-Jun-01,1127.1,1129,1132.95,1126.9,17844.41
14-Jun-01,1128.95,1112.75,1128.95,1110.15,20738.5
15-Jun-01,1112.7,1087.75,1112.7,1084.2,23398.93
18-Jun-01,1087.75,1078.3,1087.75,1064.4,19289.93
19-Jun-01,1078.25,1096.65,1099.7,1075.45,19980.79
20-Jun-01,1096.35,1097.6,1100.55,1084.7,15933.26
21-Jun-01,1097.9,1095.2,1102.45,1090.25,18215.87
22-Jun-01,1095.85,1087.65,1097.8,1081.3,16530.5
25-Jun-01,1087.1,1067,1087.1,1064.4,16559.1
26-Jun-01,1066.4,1096.6,1099.8,1060.05,23134.58
27-Jun-01,1096.6,1096.1,1102.8,1086.75,23369.88
28-Jun-01,1095.85,1094,1101,1090.2,16490.07
29-Jun-01,1094.05,1107.9,1114.35,1091.05,19783.15
02-Jul-01,1108.35,1100.75,1119.55,1097.95,8940.85
03-Jul-01,1097.4,1069.8,1097.4,1066.05,13633.11
04-Jul-01,1068.05,1067.95,1074.6,1062.2,12319.76
05-Jul-01,1068.35,1069.75,1079.35,1066.95,11059
06-Jul-01,1069.15,1065.1,1069.15,1059.6,11728.79
09-Jul-01,1064.8,1059.5,1064.8,1052.1,8545.58
10-Jul-01,1059.95,1072.05,1078.1,1059.25,12014.21
11-Jul-01,1072.15,1083.65,1088.5,1068.35,12044.2
12-Jul-01,1083.8,1105.5,1109,1083.8,16407.76
13-Jul-01,1105.7,1110.45,1127.15,1103.3,18314.14
16-Jul-01,1110.35,1105.55,1116.7,1102.45,12987.14
17-Jul-01,1103.55,1103.1,1106.05,1092.5,11775.08
18-Jul-01,1103.1,1091.95,1108.45,1088.1,13542
19-Jul-01,1091.35,1085.9,1091.35,1079.55,13979.15
20-Jul-01,1085.95,1077.7,1089.95,1072.75,15861.21
23-Jul-01,1076.15,1070.65,1076.15,1063.4,610.86
24-Jul-01,1065.95,1072.55,1074.75,1064.5,10731.72
25-Jul-01,1072.45,1064.2,1073.95,1062.15,11689.77
26-Jul-01,1063.9,1053.4,1066.55,1050.15,14267.2
27-Jul-01,1053.2,1051.7,1061.2,1046.9,12780.38
30-Jul-01,1051.45,1061.45,1062.8,1050.9,10382.85
31-Jul-01,1061.45,1072.85,1076.35,1053.6,13225.45
01-Aug-01,1073,1063.15,1077.7,1059.75,17104.79
02-Aug-01,1064.25,1066,1070.05,1059.55,14390.29
03-Aug-01,1066.4,1074.6,1077.55,1066.2,16923.84
06-Aug-01,1074.2,1075.25,1082.4,1072.55,13946.68
07-Aug-01,1074.35,1072.1,1079.3,1070.2,12060.45
08-Aug-01,1071.75,1068,1072.1,1059.55,13590.74
09-Aug-01,1068.1,1070.65,1072.6,1061.4,12991.15
10-Aug-01,1070.65,1071.15,1076.7,1069.05,12373.25
13-Aug-01,1070.95,1063,1081.4,1061.05,10211.14
14-Aug-01,1063.05,1075.5,1076.6,1062.2,16031.92
16-Aug-01,1075.2,1078.95,1083.7,1072.95,15939.84
17-Aug-01,1079,1069.2,1084,1067.6,16218.53
20-Aug-01,1062.5,1063.75,1067.95,1061,10527.65
21-Aug-01,1063.65,1068.7,1071.2,1062.3,11593.84
23-Aug-01,1068.7,1071.5,1079,1065.7,10430.75
24-Aug-01,1071.5,1069.15,1076.7,1064.9,15051.97
27-Aug-01,1064.05,1072.55,1078.35,1064.05,15609.67
28-Aug-01,1072.35,1070.65,1076.85,1069.6,14630.55
29-Aug-01,1070.55,1067.45,1074.5,1066.45,13488.88
30-Aug-01,1068.3,1064.15,1070.25,1061.9,14494.7
31-Aug-01,1064.1,1053.75,1064.1,1051.75,14224.85
03-Sep-01,1054.65,1048.05,1059.9,1046.35,13220.36
04-Sep-01,1048.2,1048.2,1053.25,1043.3,17787.99
05-Sep-01,1047.25,1045,1051.55,1043.3,17392.19
06-Sep-01,1047.7,1036.1,1048.2,1033.4,19715.4
07-Sep-01,1036.35,1035.2,1037.35,1026.45,21113.39
10-Sep-01,1035,1033.4,1045.3,1031.45,16158.78
11-Sep-01,1033.35,1023.4,1037.45,1020.7,15950.06
12-Sep-01,1023.25,982.2,1023.25,957.95,17400.12
13-Sep-01,982.2,971.7,993.05,969,17989.03
14-Sep-01,972.05,919.7,974.5,902.7,19926.81
17-Sep-01,916.15,872.25,916.15,861.05,15029.67
18-Sep-01,872.15,900.2,910.35,868.5,23612.41
19-Sep-01,899.7,912.2,915,899.7,16540.18
20-Sep-01,910.2,898.8,910.35,873.7,18595.94
21-Sep-01,903.75,854.2,903.75,849.95,15160.47
24-Sep-01,853,869.05,878.6,853,15213.97
25-Sep-01,869.15,861.4,893.35,858.85,18201.34
26-Sep-01,861.35,873.7,877,859.2,17533.65
27-Sep-01,873.15,890,893.05,868.3,17756.72
28-Sep-01,891.75,913.85,922.55,891,18929.59
01-Oct-01,914.65,910.1,919.2,905.5,14375.17
03-Oct-01,910.05,899.65,915.05,896.25,13134.83
04-Oct-01,899.65,911.65,914.25,899.65,17032.35
05-Oct-01,911.6,914.6,919.75,903.05,15879.86
08-Oct-01,911.2,901.95,913.05,884.65,14848.32
09-Oct-01,903,912.7,914.3,902.55,15204.65
10-Oct-01,915.5,940.35,942.8,912.9,17575.32
11-Oct-01,940.45,954.9,959.75,940.45,18947.29
12-Oct-01,958.4,960.4,969.9,956.85,20827.1
15-Oct-01,963.65,963.4,966.15,954.35,14300.4
16-Oct-01,963.4,971.25,973.25,962.5,17846.92
17-Oct-01,971.95,986.25,989.05,971.95,20947.52
18-Oct-01,984.2,972.05,984.5,969.35,15558.81
19-Oct-01,972.2,976.65,981,970.85,16218.14
22-Oct-01,980.05,976.4,994.15,973.2,18534.05
23-Oct-01,976.75,993.2,994.15,976.55,18599.65
24-Oct-01,992.95,991.2,1000.95,987.4,19390.02
25-Oct-01,991.25,983.2,998,979.95,18452.73
29-Oct-01,983.15,977.45,996.6,974.05,13778.6
30-Oct-01,977.35,963.1,977.35,960.5,15182
31-Oct-01,962.85,971.9,976.4,959.35,16630.77
01-Nov-01,973.55,994,997.3,973.55,18911.13
02-Nov-01,994.25,997.6,1009.55,991.95,21098.69
05-Nov-01,997.25,991.05,1001.3,987.85,15955.39
06-Nov-01,991.2,1001.9,1007.4,991.15,19087.26
07-Nov-01,1001.95,987.5,1014.1,984.45,16896.53
08-Nov-01,987.5,997.7,1001.15,985.75,18257.12
09-Nov-01,999.1,1004.05,1008.95,999.1,18610.09
12-Nov-01,1004.55,1010.9,1014.25,1003.6,13567.5
13-Nov-01,1010.95,1005.4,1013.25,999.85,14310.94
14-Nov-01,1005.45,1015.8,1017.2,1004.7,5380.75
15-Nov-01,1016.05,1035.7,1038.35,1015.15,22546.57
19-Nov-01,1034.2,1068.15,1072,1032.85,26751.68
20-Nov-01,1067.3,1050.2,1082.4,1046.15,27853.07
21-Nov-01,1050.4,1056.35,1064.85,1046.3,21813.85
22-Nov-01,1056.45,1062.45,1075.9,1056.45,28497.83
23-Nov-01,1063.05,1059,1075.05,1057.3,24504.38
26-Nov-01,1059.25,1080.6,1084.65,1059.25,25147.12
27-Nov-01,1087.6,1076.05,1097.6,1071.05,29809.87
28-Nov-01,1076.15,1070.8,1082.3,1067.65,24627.76
29-Nov-01,1070.3,1067.15,1071,1063,27694.71
03-Dec-01,1067.2,1065.4,1074.5,1063.25,21423.3
04-Dec-01,1066.05,1077.7,1082.6,1065.65,25347.5
05-Dec-01,1077.95,1104.55,1107.15,1077.95,32264.92
06-Dec-01,1105.1,1110.45,1132.65,1105.1,43380.36
07-Dec-01,1110.9,1112.3,1122.65,1109.65,29439.19
10-Dec-01,1112.15,1115.25,1123.55,1112.15,30047.07
11-Dec-01,1112.15,1110.2,1122.85,1107.7,36205.47
12-Dec-01,1110.65,1107.65,1121.55,1104.75,29425.36
13-Dec-01,1107.75,1098.75,1114.15,1069.95,36697.71
14-Dec-01,1098.65,1087.85,1102.9,1082.75,23286.67
18-Dec-01,1089.9,1082.3,1098,1071.35,27318.31
19-Dec-01,1082.5,1060.75,1086.35,1057.1,27681.25
20-Dec-01,1060.45,1062,1064.8,1047.5,32438.21
21-Dec-01,1061.8,1050.85,1061.8,1043.65,25132.99
24-Dec-01,1051,1048.5,1055,1032.6,22009.43
26-Dec-01,1048.9,1034.25,1058.3,1030.5,21011.08
27-Dec-01,1033.85,1020,1037.7,1017.35,24462.17
28-Dec-01,1019.9,1033.8,1036.35,1010.45,27919.47
31-Dec-01,1033.9,1059.05,1062.3,1033.9,29187.33
01-Jan-02,1058.85,1055.3,1071.15,1052.05,29780.87
02-Jan-02,1054.95,1060.75,1065.25,1054.1,28987.85
03-Jan-02,1063.45,1072.25,1074.85,1062.9,32140.5
04-Jan-02,1072.4,1096.2,1099.25,1072.4,36966.2
07-Jan-02,1093.05,1100.15,1111.55,1093.05,31078.62
08-Jan-02,1100.55,1109.9,1114.55,1097.9,36806.14
09-Jan-02,1110,1102.8,1119.4,1098.7,39634.66
10-Jan-02,1098.8,1098.2,1105.35,1093.6,37758.81
11-Jan-02,1098.15,1088.55,1105.9,1073.45,35135.42
14-Jan-02,1089.45,1109.8,1118.5,1089.45,28859.11
15-Jan-02,1109.45,1094.15,1112.6,1090.2,26781.66
16-Jan-02,1094.15,1090.3,1104.8,1085.3,28065.5
17-Jan-02,1090.25,1109.2,1116.05,1078.95,36821.46
18-Jan-02,1109.55,1093.15,1121.75,1089.05,37092.5
21-Jan-02,1093.25,1091.35,1099.8,1082.65,29374.33
22-Jan-02,1091.35,1092.85,1099,1090,25632.79
23-Jan-02,1092.85,1089.4,1096.95,1087.5,23282.31
24-Jan-02,1089.6,1085.3,1098.6,1081.7,21505.88
25-Jan-02,1085.85,1080.1,1089.7,1077,27041.42
28-Jan-02,1083.25,1071.35,1088.75,1068.7,21846.83
29-Jan-02,1071.35,1071.65,1076.45,1068.85,24743.75
30-Jan-02,1072.85,1067.45,1072.85,1058.8,20370
31-Jan-02,1067.65,1075.4,1082,1067.65,27472.7
01-Feb-02,1076.95,1081.65,1088.05,1076.95,25105.59
04-Feb-02,1083.05,1076.9,1086.95,1074.15,20451.97
05-Feb-02,1076.25,1074.25,1081.2,1069.4,24127.53
06-Feb-02,1074.4,1113.1,1117.1,1074,30582.69
07-Feb-02,1114.85,1110.45,1130.95,1104.3,36549.96
08-Feb-02,1112.8,1123.75,1131.85,1104.45,29640.76
11-Feb-02,1124.85,1131.55,1144.15,1124.85,25510.81
12-Feb-02,1131.95,1129.5,1143.3,1125.55,23367.88
13-Feb-02,1129.8,1135.1,1142.3,1129.6,24218.17
14-Feb-02,1135.5,1150,1151.65,1133.85,21385.46
15-Feb-02,1150.65,1159.95,1164.1,1150.3,22518.98
18-Feb-02,1159.85,1172.85,1177.05,1156.7,21885.74
19-Feb-02,1172.85,1158.9,1178.1,1155.1,23472.46
