date,open,close,high,low,volume
18-Aug-09,4389.5,4458.9,4491.45,4372.65,157957.04
19-Aug-09,4457.75,4394.1,4477.55,4353.45,159850.67
20-Aug-09,4394.35,4453.45,4492.8,4394.35,132455.47
21-Aug-09,4453.45,4528.8,4538.7,4400.9,146973.34
24-Aug-09,4536.95,4642.8,4656.3,4536.95,150158.35
25-Aug-09,4641.65,4659.35,4672.9,4582.5,178891.93
26-Aug-09,4659.45,4680.85,4697.8,4659.1,195209.81
27-Aug-09,4679,4688.2,4707.9,4645.15,207817.75
28-Aug-09,4688.4,4732.35,4743.75,4651.4,183600.03
31-Aug-09,4730.85,4662.1,4730.85,4635,190647.62
01-Sep-09,4662.2,4625.35,4735.9,4600.65,219009.11
02-Sep-09,4624,4608.35,4650.45,4576.6,168324.55
03-Sep-09,4608.75,4593.55,4647.35,4581.05,153211.43
04-Sep-09,4608.7,4680.4,4697.2,4580.35,158449.18
07-Sep-09,4682.4,4782.9,4790,4679.3,174456.41
08-Sep-09,4782.85,4805.25,4842.2,4782.65,214445.18
09-Sep-09,4804.9,4814.25,4825.05,4783.5,183842.49
10-Sep-09,4814.35,4819.4,4889.05,4807.9,195994.46
11-Sep-09,4819.4,4829.55,4856.15,4791.55,171196.72
14-Sep-09,4830.35,4808.6,4832.25,4786.25,139393.97
15-Sep-09,4808.35,4892.1,4899.45,4808.35,164371.55
16-Sep-09,4894.65,4958.4,4966.3,4894.65,194588.14
17-Sep-09,4958.55,4965.55,5003.05,4944.15,241596.96
18-Sep-09,4963.95,4976.05,4980.85,4931.9,194152.67
22-Sep-09,4977.1,5020.2,5036.3,4977.1,162017.28
23-Sep-09,5019.95,4969.95,5030.75,4957.05,175542.35
24-Sep-09,4977.15,4986.55,5016.7,4904.05,216881.15
25-Sep-09,4985.1,4958.95,4994.35,4931.25,170427.72
29-Sep-09,4959.15,5006.85,5020.25,4959.1,150943.95
30-Sep-09,5007.65,5083.95,5087.6,5004.35,201785.68
01-Oct-09,5087.2,5083.4,5110.5,5057.05,201118.29
05-Oct-09,5076.05,5003.2,5076.05,4991.95,183471.37
06-Oct-09,5003.65,5027.4,5034.7,4921.05,211283
07-Oct-09,5031.7,4985.75,5077,4972.95,210428.2
08-Oct-09,5011.25,5002.25,5043.05,4971.75,208415.71
09-Oct-09,4993,4945.2,5032.6,4934.55,182970.37
12-Oct-09,4945.45,5054.25,5068.05,4945.45,157656.41
14-Oct-09,5054.35,5118.2,5127.4,5054.35,203300.11
15-Oct-09,5118.55,5108.85,5152.25,5077.1,200254.11
16-Oct-09,5108.65,5142.15,5149.65,5093.2,189604.97
17-Oct-09,5159.35,5141.8,5176.8,5124.25,189604.97
20-Oct-09,5145.6,5114.45,5181.95,5102.65,172175.48
21-Oct-09,5114.85,5063.6,5117.45,5051.65,180096.7
22-Oct-09,5063.35,4988.6,5064.25,4968.45,172671.91
23-Oct-09,4986.55,4997.05,5054.95,4983.25,166824.59
26-Oct-09,4997.15,4970.9,5033.75,4961.35,157143.7
27-Oct-09,4970.55,4846.7,4970.55,4829.5,201936.86
28-Oct-09,4846.55,4826.15,4867,4784.1,183897.23
29-Oct-09,4826.1,4750.55,4826.1,4738.4,206415.09
30-Oct-09,4751.1,4711.7,4853.65,4687.5,201963.69
03-Nov-09,4712.25,4563.9,4729.85,4538.5,174040.15
04-Nov-09,4567.3,4710.8,4717.8,4565,162553.51
05-Nov-09,4711.65,4765.55,4776.35,4610.6,167669.08
06-Nov-09,4767.5,4796.15,4836.2,4764.85,168574.11
09-Nov-09,4796.15,4898.4,4905.25,4789.9,157568.63
10-Nov-09,4898.9,4881.7,4947.7,4860.1,192616.82
11-Nov-09,4882.3,5003.95,5016.7,4870.05,179317.35
12-Nov-09,5004.4,4952.65,5014.4,4924.75,181297.59
13-Nov-09,4952.35,4998.95,5017.9,4942.65,148809.46
16-Nov-09,4996.5,5058.05,5073.2,4994,137139.75
17-Nov-09,5058.95,5062.25,5074,5010.15,149853.67
18-Nov-09,5061.5,5054.7,5079.3,5041.65,159430.51
19-Nov-09,5043.95,4989,5053.45,4963.7,161129.58
20-Nov-09,4988.75,5052.45,5063.3,4932.8,163266.99
23-Nov-09,5052.95,5103.55,5113.1,5052.1,136343.81
24-Nov-09,5105,5090.55,5112.85,5053.5,153675.39
25-Nov-09,5091.55,5108.15,5138,5078.35,151173.25
26-Nov-09,5116.45,5005.55,5116.45,4986.05,176295.42
27-Nov-09,5005.05,4941.75,5005.05,4806.7,172307.2
30-Nov-09,4942.25,5032.7,5066.35,4942.25,151705.5
01-Dec-09,5039.7,5122,5130.35,5038.85,158049.56
02-Dec-09,5122.75,5123.25,5161.75,5111.75,180102.8
03-Dec-09,5124.55,5131.7,5181,5106.6,162576.08
04-Dec-09,5131.7,5108.9,5161.8,5081.85,148641.34
07-Dec-09,5108.85,5066.7,5131.3,5051.55,135614.89
08-Dec-09,5068.55,5147.95,5152.55,5058.9,153666.18
09-Dec-09,5147.65,5112,5147.65,5090.6,149068.96
10-Dec-09,5112.4,5134.65,5146.45,5084.65,139931.95
11-Dec-09,5136.05,5117.3,5182.55,5088.4,150614.36
14-Dec-09,5117.45,5105.7,5156.7,5090.15,127003.37
15-Dec-09,5105.75,5033.05,5129.45,5018.25,136259.07
16-Dec-09,5032.95,5042.05,5067.25,5001.8,136543.65
17-Dec-09,5046.65,5041.75,5064.2,5013.15,132588.2
18-Dec-09,5042,4987.7,5043.4,4979.05,135152.74
21-Dec-09,4983.65,4952.6,4997.85,4943.95,112710.66
22-Dec-09,4953.35,4985.85,4997.3,4953.35,107175.94
23-Dec-09,4990.05,5144.6,5150.6,4990.05,144545.05
24-Dec-09,5144.8,5178.4,5197.9,5129.05,135545.77
29-Dec-09,5180.75,5187.95,5214.6,5175.85,115020.27
30-Dec-09,5188.75,5169.45,5197.05,5160.1,116700.8
31-Dec-09,5171.2,5201.05,5221.85,5168.75,151492.36
04-Jan-10,5200.9,5232.2,5238.45,5167.1,149785.47
05-Jan-10,5277.15,5277.9,5288.35,5242.4,196943.34
06-Jan-10,5278.15,5281.8,5310.85,5260.05,186707.79
07-Jan-10,5281.8,5263.1,5302.55,5244.75,168677.75
08-Jan-10,5264.25,5244.75,5276.75,5234.7,176498.48
11-Jan-10,5263.8,5249.4,5287.2,5227.8,205574.5
12-Jan-10,5251.1,5210.4,5300.5,5200.95,184015.72
13-Jan-10,5212.6,5233.95,5239.2,5169.55,170941
14-Jan-10,5234.5,5259.9,5272.85,5232.5,168384.8
15-Jan-10,5259.9,5252.2,5279.85,5242.45,168366.96
18-Jan-10,5253.65,5274.85,5292.5,5228.95,160246.89
19-Jan-10,5274.2,5225.65,5287.8,5218.65,168507.47
20-Jan-10,5226.1,5221.7,5256.7,5201.4,172823.53
21-Jan-10,5220.2,5094.15,5220.35,5085.45,177586.6
22-Jan-10,5094.15,5036,5094.15,4954.85,205847.61
25-Jan-10,5034.55,5007.9,5035.7,4983.05,133489.59
27-Jan-10,5008.5,4853.1,5008.5,4833.05,187325.9
28-Jan-10,4863,4867.25,4929.9,4824.95,209037.32
29-Jan-10,4866.15,4882.05,4893.7,4766,193664.69
01-Feb-10,4882.05,4899.7,4918.8,4827.15,147574.8
02-Feb-10,4907.85,4830.1,4951.15,4814.1,157431.38
03-Feb-10,4831,4931.85,4949.15,4831,137150.93
04-Feb-10,4931.3,4845.35,4931.3,4832.35,130759.7
05-Feb-10,4819.65,4718.65,4827,4692.35,139963.68
06-Feb-10,4712.75,4757.25,4768.15,4712.75,18237.99
08-Feb-10,4755.35,4760.4,4799.05,4675.4,141319.26
09-Feb-10,4760.55,4792.65,4810.4,4739.35,126980.49
10-Feb-10,4793,4757.2,4826.85,4748.1,135141.89
11-Feb-10,4757.25,4826.85,4843.8,4757.25,111270.82
15-Feb-10,4827.9,4801.95,4845.6,4783.9,101908.88
16-Feb-10,4801.8,4855.75,4880,4791.35,101347.51
17-Feb-10,4858.65,4914,4929.7,4857.6,132169.1
18-Feb-10,4915.1,4887.75,4922.05,4873.7,118475.91
19-Feb-10,4887.3,4844.9,4887.3,4805.55,118502.38
22-Feb-10,4849.35,4856.4,4912.05,4845.9,97208.24
23-Feb-10,4856.6,4870.05,4884.1,4833.15,104699.92
24-Feb-10,4869.55,4858.6,4880.55,4834.65,116942.34
25-Feb-10,4859,4859.75,4880.15,4835.6,129738.08
26-Feb-10,4858.5,4922.3,4992,4858.45,184611.08
02-Mar-10,4935.6,5017,5029.45,4935.35,146570.07
03-Mar-10,5015.8,5088.1,5093.25,5015.1,152890.33
04-Mar-10,5096.95,5080.25,5096.95,5049,153333.56
05-Mar-10,5080.55,5088.7,5118.65,5068.05,152008.67
08-Mar-10,5092.15,5124,5147.1,5092.15,151978.39
09-Mar-10,5121.05,5101.5,5131.8,5094.35,131089.08
10-Mar-10,5101.6,5116.25,5137.4,5092.05,133470.13
11-Mar-10,5116.35,5133.4,5152.6,5102.1,127081.22
12-Mar-10,5131.8,5137,5158.1,5122.1,125393.65
15-Mar-10,5134.45,5128.9,5151.05,5101.2,108326.36
16-Mar-10,5128.95,5198.1,5209.25,5125.7,113755.6
17-Mar-10,5198.45,5231.9,5260.5,5177.15,142639.27
18-Mar-10,5232.55,5245.9,5255.65,5214.4,138813.95
19-Mar-10,5246.8,5262.8,5269.95,5237.1,133709.23
22-Mar-10,5260.95,5205.2,5260.95,5187.05,124031.82
23-Mar-10,5205.85,5225.3,5243.6,5193.4,124249.2
25-Mar-10,5225.3,5260.4,5267.3,5202.95,175792.19
26-Mar-10,5260.55,5282,5293.75,5260.55,135464.96
29-Mar-10,5283.9,5302.85,5329.55,5242.15,126506.95
30-Mar-10,5302.95,5262.45,5325,5251.35,132604.79
31-Mar-10,5260.4,5249.1,5293.9,5235.15,132745.8
01-Apr-10,5249.2,5290.5,5298.6,5249.2,129894.69
05-Apr-10,5291.4,5368.4,5377.55,5291.4,131099.04
06-Apr-10,5369.65,5366,5388.65,5351.7,150979.33
07-Apr-10,5365.7,5374.65,5399.65,5345.05,157990.2
08-Apr-10,5376.3,5304.45,5383.65,5290.25,142676.04
09-Apr-10,5302.4,5361.75,5377.45,5302.25,137888.12
12-Apr-10,5354.15,5339.7,5382.15,5324.9,123837.19
13-Apr-10,5340.85,5322.95,5356.5,5301.7,145960.69
15-Apr-10,5323.3,5273.6,5373.15,5265.3,153955.21
16-Apr-10,5273.4,5262.6,5283.05,5237.55,125993.28
19-Apr-10,5279.05,5203.65,5279.05,5160.9,119715.05
20-Apr-10,5208.3,5230.1,5257.25,5208.3,141082.66
21-Apr-10,5230.3,5244.9,5266.3,5230.3,137997.16
22-Apr-10,5248.6,5269.35,5331.8,5221.1,159287.6
23-Apr-10,5269.65,5304.1,5311.05,5269.65,132072.06
26-Apr-10,5299.35,5322.45,5342.35,5299.35,116622.57
27-Apr-10,5322.1,5308.35,5330.55,5301.4,125140.29
28-Apr-10,5308.2,5215.45,5308.25,5202.45,140048.81
29-Apr-10,5215.25,5254.15,5264.75,5214.8,149681.9
30-Apr-10,5254.2,5278,5294.8,5254.2,143733.36
03-May-10,5278.4,5222.75,5278.7,5210.05,108937.29
04-May-10,5223.9,5148.5,5250.15,5134.85,127885.42
05-May-10,5148.35,5124.9,5148.35,5056.5,152840.99
06-May-10,5124.4,5090.85,5124.9,5037.75,138880
07-May-10,5072.3,5018.05,5085.65,4984.6,162262.82
10-May-10,5026.6,5193.6,5203.3,5026.6,140058.33
11-May-10,5189.75,5136.15,5206.7,5126.5,126574.85
12-May-10,5133.75,5156.65,5172.85,5098.8,129954.91
13-May-10,5157.55,5178.9,5212.7,5147.95,128220.28
14-May-10,5180.55,5093.5,5192.75,5070.95,130718.3
17-May-10,5093.9,5059.9,5094.55,4966.25,129981.23
18-May-10,5059.55,5066.2,5105.2,5024.25,128881.16
19-May-10,5065.1,4919.65,5065.1,4908.15,155415.24
20-May-10,4924.3,4947.6,4980.25,4924.3,133469.04
21-May-10,4946.7,4931.15,4946.7,4842.3,147157.95
24-May-10,4944.3,4943.95,5029.55,4923.45,123396.9
25-May-10,4945.3,4806.75,4946.6,4786.45,125856.53
26-May-10,4807.3,4917.4,4925.45,4807.3,135060.94
27-May-10,4915.15,5003.1,5016.6,4897.6,166161.52
28-May-10,5005.6,5066.55,5077.25,5005.6,129781.78
31-May-10,5076.1,5086.3,5097.6,5038.55,123029.37
01-Jun-10,5086.25,4970.2,5086.95,4961.05,132225.93
02-Jun-10,4970.75,5019.85,5031.2,4967.05,124822.33
03-Jun-10,5020.15,5110.5,5125.7,5020.15,120612.64
04-Jun-10,5112.6,5135.5,5147.9,5091.6,112824.77
07-Jun-10,5132.95,5034,5132.95,5004.25,106510.89
08-Jun-10,5036.7,4987.1,5071.35,4967.3,115559.56
09-Jun-10,4985.05,5000.3,5050.6,4980.1,117478.75
10-Jun-10,4999.6,5078.6,5085.2,4997.6,116169.04
11-Jun-10,5078.75,5119.35,5139.05,5078.75,132698.29
14-Jun-10,5120.15,5197.7,5201.25,5120.15,112893.06
15-Jun-10,5201.3,5222.35,5231.45,5171.05,143070.69
16-Jun-10,5225.05,5233.35,5255.65,5214.9,143941.04
17-Jun-10,5233.65,5274.85,5285.55,5206.55,143719.66
18-Jun-10,5274.95,5262.6,5302.3,5245.5,143293.78
21-Jun-10,5266.5,5353.3,5366.75,5266.5,127904.88
22-Jun-10,5353.95,5316.55,5354.35,5311.05,124604.47
23-Jun-10,5316.15,5323.15,5333.3,5288.15,123122.97
24-Jun-10,5323.25,5320.6,5348.3,5284.55,169512.3
25-Jun-10,5320.5,5269.05,5320.5,5259.9,134511.1
28-Jun-10,5271.1,5333.5,5339.45,5270.75,131380.62
29-Jun-10,5333.55,5256.15,5334.15,5235.8,131896.68
30-Jun-10,5254.25,5312.5,5320.35,5210,152338.44
01-Jul-10,5312.05,5251.4,5312.55,5232.1,118988.04
02-Jul-10,5251.25,5237.1,5277.25,5225.6,118276.08
05-Jul-10,5237,5235.9,5252.75,5225.85,77650.46
06-Jul-10,5236.1,5289.05,5297.45,5231.5,100685.73
07-Jul-10,5293.1,5241.1,5296.75,5233.45,107148.52
08-Jul-10,5242,5296.85,5320.5,5242,113317.71
09-Jul-10,5297.2,5352.45,5359.05,5297.2,136480.04
12-Jul-10,5352.25,5383,5402.7,5351.6,126403.58
13-Jul-10,5370.2,5400.65,5406.2,5357.85,140605.1
14-Jul-10,5402,5386.15,5453.45,5371.7,152688.23
15-Jul-10,5387.1,5378.75,5399.2,5360.6,129694.19
16-Jul-10,5376.65,5393.9,5401.35,5374.4,134249.59
19-Jul-10,5392.7,5386.45,5409.1,5361.5,112398.25
20-Jul-10,5387,5368,5416.45,5353.6,108369.26
21-Jul-10,5368.85,5399.35,5409.1,5368.85,125575.86
22-Jul-10,5399.15,5441.95,5447.15,5372.2,133893.96
23-Jul-10,5441.9,5449.1,5477.5,5435.15,146044.9
26-Jul-10,5446.55,5418.6,5466.25,5409.2,118558.19
27-Jul-10,5420.2,5430.6,5450.95,5407.2,133670.32
28-Jul-10,5436.1,5397.55,5447.85,5386.25,150122.25
29-Jul-10,5397.85,5408.9,5415.85,5381.55,167101.14
30-Jul-10,5408.4,5367.6,5413.25,5349.2,133586.45
02-Aug-10,5369.55,5431.65,5438.85,5351.3,116901.88
03-Aug-10,5432.5,5439.55,5459.2,5426.4,130610.75
04-Aug-10,5441.35,5467.85,5481.9,5428.4,123788.44
05-Aug-10,5470.15,5447.1,5487.15,5443.1,133497.79
06-Aug-10,5448.25,5439.25,5471.9,5431.35,127308.7
09-Aug-10,5439.8,5486.15,5492.3,5433.25,127873.66
10-Aug-10,5486.8,5460.7,5491.45,5445.35,151904.31
11-Aug-10,5460.7,5420.6,5474.6,5412,158662.32
12-Aug-10,5418.7,5416.45,5431.1,5372.45,158972.95
13-Aug-10,5420.65,5452.1,5476.5,5415.5,165968.67
16-Aug-10,5452.1,5418.3,5465.25,5397.4,159585.85
17-Aug-10,5422.15,5414.15,5443.55,5408.8,148036.67
18-Aug-10,5416.25,5479.15,5487.95,5416.25,153894.69
19-Aug-10,5478.25,5540.2,5544.7,5478.1,149189.25
20-Aug-10,5540.8,5530.65,5546.6,5513.35,141974.68
23-Aug-10,5531.15,5543.5,5549.8,5519.4,139284.38
24-Aug-10,5541.1,5505.1,5547.25,5488.45,146132.83
25-Aug-10,5505.3,5462.35,5506.15,5452.55,142776.76
26-Aug-10,5462.1,5477.9,5486.55,5454.7,165392.21
27-Aug-10,5489.6,5408.7,5495.2,5391.95,131418.65
30-Aug-10,5408.9,5415.45,5469,5390.35,105745.33
31-Aug-10,5413.55,5402.4,5413.9,5348.9,141015.88
01-Sep-10,5403.05,5471.85,5478.6,5403.05,133992.29
02-Sep-10,5471.9,5486.15,5513.95,5471.85,133374.36
03-Sep-10,5486.3,5479.4,5510.4,5473.65,124373.02
06-Sep-10,5479.55,5576.95,5589.4,5479.55,148928.42
07-Sep-10,5575.9,5604,5625.5,5571.65,152454.43
08-Sep-10,5604.25,5607.85,5625.3,5567.75,141120.47
